mol_smiles	conductivity
CCC(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(CC#N)NCC(CO[Cu])OC(=O)[Au]	0
CCC(CO[Cu])SC(C)CCOC(=O)[Au]	0
CC(CN(C)CCOCCNC(=O)[Au])N[Cu]	1
CCOCCN(CCNC(=O)[Au])CCO[Cu]	1
NC(=O)CCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CC(C)(CNC(=O)[Au])NC(=O)COCCN[Cu]	0
CNC(=O)C(CCCCNC(=O)[Au])N[Cu]	0
O=C([Au])OCCN(CCF)CCOCCO[Cu]	1
COCCN(CCCCOC(=O)[Au])CCO[Cu]	1
O=C([Au])OCCCCNCCCCO[Cu]	1
CC(C)(C)C(OC(=O)[Au])C(=O)NCCO[Cu]	0
CCC(F)C(=O)N(CCN[Cu])CCOC(=O)[Au]	0
CC(C)N(CCCO[Cu])CCNC(=O)[Au]	1
CCCC(OC(=O)[Au])C(CO[Cu])NCCC#N	0
CCCCOCC(CNCCO[Cu])OC(=O)[Au]	0
CCCN(CCOCCO[Cu])CCOC(=O)[Au]	1
C=CC(CO[Cu])NC(C)CCOC(=O)[Au]	0
CC(CCN[Cu])CNC(=O)[Au]	0
O=C([Au])OCCCCCCCCCCO[Cu]	0
CN(CC(=O)O)CC(COC(=O)[Au])O[Cu]	0
CC(CCO[Cu])SCCOCCOC(=O)[Au]	1
C=CCN(CCC#N)CC(OC(=O)[Au])C(C)O[Cu]	1
CCNC(CO[Cu])COC(=O)[Au]	0
O=C([Au])OCCCCCCO[Cu]	1
CC(CNCC(COC(=O)[Au])C(C)C)O[Cu]	0
C=CC(OC(=O)[Au])C(=O)NCCOCCO[Cu]	1
N#CCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(C)CCN(CCCOC(=O)[Au])CCO[Cu]	0
O=C([Au])OC(CNCCP(=O)(O)O)CO[Cu]	1
O=C([Au])NCC(CN[Cu])NCCCCCF	1
CC(C)CN(C)C(=O)C(COC(=O)[Au])N[Cu]	0
CC(CN(C)CC(C)(O[Cu])C(=O)O)OC(=O)[Au]	0
CC(CO[Cu])SCCOCCOC(=O)[Au]	1
CN(CC(N)=O)CC(CO[Cu])OC(=O)[Au]	1
CNC(=O)C(C)NCC(CO[Cu])OC(=O)[Au]	0
CN(CCNC(=O)[Au])CCOCCN[Cu]	1
CCCCC(CCOC(=O)[Au])O[Cu]	0
O=C([Au])OCCCCO[Cu]	1
CC=CC(O[Cu])C(=O)NCCOC(=O)[Au]	0
C=C(CC(OC(=O)[Au])C(C)C)C(C)CO[Cu]	0
CN(CCCCCCCO[Cu])CCOC(=O)[Au]	1
CCCC(CNC(=O)C(C)(C)N[Cu])OC(=O)[Au]	0
CCC(CCOC(=O)[Au])CNC(C)C(C)O[Cu]	0
CC(CC(C)(C)OC(=O)[Au])NC(=O)CO[Cu]	0
CCC(COC(=O)[Au])C(=O)NCCCO[Cu]	0
CC(COC(=O)[Au])CSC(C)CO[Cu]	0
CC(CCOC(=O)[Au])SCCO[Cu]	1
CN(C)CCCN(C)CC(COC(=O)[Au])O[Cu]	1
CC(NCC(=O)NCCOC(=O)[Au])C(C)O[Cu]	1
CCC(CN(C)CCNC(=O)[Au])N[Cu]	0
NS(=O)(=O)CCNCC(COC(=O)[Au])O[Cu]	0
CCC(CNCCOCCOC(=O)[Au])O[Cu]	1
CN(CC(=O)N(C)C)CC(COC(=O)[Au])O[Cu]	1
CC(NCC(C)(O[Cu])C(C)C)C(C)OC(=O)[Au]	0
CCCN(CCOC(=O)[Au])CC(C)(C)O[Cu]	0
COCCOC(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(NC(=O)[Au])C(=O)NCC=CCO[Cu]	0
O=C([Au])NCCNCCCCCNCCN[Cu]	1
CN(CCCCCOC(=O)[Au])CCCO[Cu]	1
C=CC(O[Cu])C(=O)OCC(C)COC(=O)[Au]	0
CC(CCOC(=O)[Au])SCCO[Cu]	1
CCCONC(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(O[Cu])C(C)SCCC(C)(C)OC(=O)[Au]	0
CC(NCCN(C)CCOC(=O)[Au])C(C)O[Cu]	1
CC(CN[Cu])C(=O)NCCNC(=O)[Au]	0
CC(C)N(CCCCN[Cu])CCCOC(=O)[Au]	0
CCCC(OC(=O)[Au])C(C)(C)CO[Cu]	0
CC(C)CCN(CCN[Cu])CCOC(=O)[Au]	0
O=C([Au])OCCOCCCOCCO[Cu]	1
O=C([Au])OCCCOCCCOCCCO[Cu]	1
CC(CCOC(=O)[Au])NCCOCCO[Cu]	1
C#CCOCCN(C)CC(COC(=O)[Au])O[Cu]	1
O=C([Au])NCCSCCSCCN[Cu]	1
O=C([Au])OCCOCCOCCCN[Cu]	1
CCN(CCO[Cu])CC(COC)OC(=O)[Au]	1
COCC(CNCC=CCOC(=O)[Au])O[Cu]	0
COC(=O)C(C)(COC(=O)[Au])NC(=O)CO[Cu]	0
C=CCN(CCOC)CC(COC(=O)[Au])O[Cu]	1
CC(O[Cu])C(=O)NCC(OC(=O)[Au])C(N)=O	0
C=CCOC(=O)C(C)(CO[Cu])COC(=O)[Au]	0
O=C(CCCCCOC(=O)[Au])NOCCO[Cu]	1
O=C([Au])OCCNCCCCN[Cu]	0
CCC(CC)(CNC(=O)C(C)O[Cu])OC(=O)[Au]	0
CC(C)C(CO[Cu])NC(=O)CCNC(=O)[Au]	0
COCCCCN(C)CC(CO[Cu])OC(=O)[Au]	1
CN(CCCCCCCN[Cu])CCNC(=O)[Au]	1
CC(CN(C)C(=O)CN[Cu])NC(=O)[Au]	0
O=C([Au])NC(C(=O)NCCO[Cu])C(F)(F)F	0
CC(CCNC(=O)[Au])CO[Cu]	0
O=C([Au])OCCOCCCCOCCO[Cu]	1
CC(CN(C)C(COC(=O)[Au])C(C)(C)C)O[Cu]	0
CCC(COC(=O)[Au])C(=O)NCCCCN[Cu]	0
CCCC(CSCCCO[Cu])OC(=O)[Au]	0
CCN(CCNC(=O)[Au])C(=O)C(C)(C)N[Cu]	0
CN(CCCN(C)CCOC(=O)[Au])CCO[Cu]	1
CC(NC(=O)[Au])C(=O)N(C)C(C)CN[Cu]	0
CC(CNC(=O)CCNC(=O)[Au])N[Cu]	0
O=C([Au])NCCCCNC(=O)COCCO[Cu]	1
CC(N[Cu])C(CCCCCC(=O)O)NC(=O)[Au]	0
CN(CC=CCl)CC(CN[Cu])OC(=O)[Au]	0
CCCC(C)(COC(=O)[Au])N[Cu]	0
CCC=CCCCN(CCN[Cu])CCNC(=O)[Au]	1
CN(CC(C)(C)N[Cu])CC(C)(C)NC(=O)[Au]	0
O=C([Au])NC(CCCCN[Cu])C(=O)O	0
O=C([Au])NCCCCNC(=O)CCCN[Cu]	0
CN(CCCCCOC(=O)[Au])CCCO[Cu]	1
C=CCC(C)NC(=O)CC(CN[Cu])OC(=O)[Au]	0
CCOCCN(C)CC(OC(=O)[Au])C(C)O[Cu]	1
CS(=O)CCNC(CO[Cu])COC(=O)[Au]	0
O=C([Au])OCCSCCSCCO[Cu]	1
CC(CSC(C)C(C)O[Cu])OC(=O)[Au]	0
C=CC(CN(CCCOC(=O)[Au])C(C)C)O[Cu]	0
O=C([Au])OCCOCCOCCO[Cu]	1
CN(CCNC(=O)[Au])CCO[Cu]	0
O=C([Au])NCC(F)(F)CN[Cu]	0
CC(N[Cu])C(C)C(=O)NCCCCNC(=O)[Au]	0
CCOCCNCC(COC(=O)[Au])O[Cu]	1
CC(C)(C)CC(CN[Cu])NC(=O)[Au]	0
C=CC(CO[Cu])NCC(COCC)OC(=O)[Au]	1
CCN(CCN[Cu])CC(C)NC(=O)[Au]	1
COC(C)C(=O)NC(C)(CO[Cu])COC(=O)[Au]	0
COCCN(CCCCOC(=O)[Au])CCO[Cu]	1
CN(CCCN[Cu])C(=O)COCCNC(=O)[Au]	1
C=CCCNC(=O)NC(CO[Cu])COC(=O)[Au]	0
CCC(NC(=O)C(C)O[Cu])C(C)(C)OC(=O)[Au]	0
CCC(CNCC#CCO[Cu])OC(=O)[Au]	0
CC(=O)C(=O)N(C)CC(COC(=O)[Au])O[Cu]	0
C=CC(COC(=O)[Au])NCCOCCO[Cu]	1
O=C([Au])NCCOCCOCCOCCN[Cu]	1
CCCNC(=O)NC(C)(CO[Cu])COC(=O)[Au]	0
CNCCNC(=O)CC(COC(=O)[Au])N[Cu]	0
CC(CCO[Cu])NCC=CCOC(=O)[Au]	1
O=C([Au])OCCOCCO[Cu]	1
CCOCC(CNCC=CCO[Cu])OC(=O)[Au]	1
COCCC(=O)NCC(CNC(=O)[Au])O[Cu]	1
CCN(CCNC(=O)[Au])CC(CSC)O[Cu]	0
CC(C)C(COC(=O)[Au])NCCOCCO[Cu]	1
C=CC(O[Cu])C(=O)N(CC)CCOC(=O)[Au]	0
CC(COCCOC(=O)[Au])OCCO[Cu]	1
COCC(CO[Cu])OC(=O)[Au]	1
CC(CCO[Cu])OC(=O)[Au]	1
C=CC(COC(=O)[Au])NC(=O)CNCCN[Cu]	1
CCN(CCN[Cu])CC(C)NC(=O)[Au]	1
C=C(COC(=O)[Au])C(=O)NC(CC)CCO[Cu]	0
CCN(CCN[Cu])C(=O)CCNC(=O)[Au]	0
O=C([Au])OCCNCCNCCO[Cu]	1
NOCCNC(=O)CC(CNC(=O)[Au])O[Cu]	1
CCSCCN(CCN[Cu])CCOC(=O)[Au]	1
CC(CSCCO[Cu])OC(=O)[Au]	0
CC(C)C(C)NCC(COC(=O)[Au])O[Cu]	0
O=C([Au])OCCOCCOC(=O)CO[Cu]	1
CCOCCC(CNC(C)CO[Cu])OC(=O)[Au]	1
CC(C)OCC(CNCCOC(=O)[Au])O[Cu]	1
C=CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
O=C([Au])OCCCSCCOCCO[Cu]	1
CC(CNCCCN(C)CCO[Cu])OC(=O)[Au]	1
C#CCOCC(CNCC(C)O[Cu])OC(=O)[Au]	0
CN(CCCCCCO[Cu])CCNC(=O)[Au]	1
CNCC(CNC(C)C(C)O[Cu])OC(=O)[Au]	0
O=C([Au])OCCN(CC=CCl)CCO[Cu]	0
C=CCN(CCNC(=O)[Au])CCO[Cu]	1
CC(CNCC(C)OC(=O)[Au])CC(C)O[Cu]	0
CC=C(C)C(=O)NC(COC(=O)[Au])C(C)O[Cu]	0
CCCCCCN(CCO[Cu])CCOC(=O)[Au]	0
CC(C)CN(CCN[Cu])CCOC(=O)[Au]	0
COCC(CNC(=O)CCN[Cu])OC(=O)[Au]	0
CCC(CC)(O[Cu])C(NC(=O)[Au])C(C)C	0
CC(CCCCOC(=O)[Au])NCCCCO[Cu]	1
CCN(CCOC(=O)[Au])C(=O)C(C)O[Cu]	0
O=C([Au])OCCCSCCOCCO[Cu]	1
O=C([Au])OCCCCCCCO[Cu]	1
COCC(CNCCOC(=O)[Au])O[Cu]	1
CC(C)CN(CC(C)OC(=O)[Au])C(C)CO[Cu]	0
O=C(CCCCO[Cu])NCCCOC(=O)[Au]	0
CC(CCNC(=O)C(C)NC(=O)[Au])O[Cu]	0
CCN(CCO[Cu])CC(COC)OC(=O)[Au]	1
CN(CCOCCOC(=O)[Au])CC(C)(C)O[Cu]	1
COCC(COC(=O)[Au])NC(=O)CO[Cu]	0
CCOC(=O)CN(CCO[Cu])CCOC(=O)[Au]	1
CC(C)(C#CC=CC(C)(C)OC(=O)[Au])O[Cu]	0
O=C([Au])OCCCCCCCO[Cu]	1
CC=CCC(CO[Cu])NC(C)CCOC(=O)[Au]	0
CCOCCN(C)CC(OC(=O)[Au])C(C)O[Cu]	1
CCC(CC)SCC(COC(=O)[Au])O[Cu]	0
O=C([Au])NCCC(=O)NCCCO[Cu]	1
O=C([Au])OCCNNCCO[Cu]	1
O=C([Au])OCCOCCOCCCN[Cu]	1
CC(COC(=O)[Au])NC(=O)CCC(C)(C)O[Cu]	0
CC(CO[Cu])OC(C)COC(=O)[Au]	1
O=C([Au])OCCOCCCOCCO[Cu]	1
CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(CO[Cu])OCC(C)OC(=O)[Au]	1
CC(C)(CCNC(=O)CCCNC(=O)[Au])N[Cu]	0
C=CC(O[Cu])C(=O)NC(COC(=O)[Au])C(N)=O	0
CC(C)CNC(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(CCN(C)C(=O)C(C)(C)OC(=O)[Au])O[Cu]	0
COCCN(CC#N)CC(COC(=O)[Au])O[Cu]	1
CC(C)=C(CCO[Cu])COC(=O)[Au]	0
C=C(COC(=O)[Au])C(=O)NCCOCCO[Cu]	1
CC(CCCCNC(=O)[Au])N[Cu]	0
CC(CCO[Cu])NCC=CCOC(=O)[Au]	1
O=C(COCCN[Cu])NCCCCOC(=O)[Au]	1
C#CCOCC(CN(C)CCO[Cu])OC(=O)[Au]	0
CC(NCCN(C)CCOC(=O)[Au])C(C)O[Cu]	1
CC(C)CC(N[Cu])C(=O)NCCOC(=O)[Au]	0
CC(CO[Cu])OC(C)COC(=O)[Au]	1
CC(CCOC(=O)[Au])N(C)CCOCCO[Cu]	1
O=C(CO[Cu])NCCCCCCOC(=O)[Au]	1
CCCC(CN(CC)CCCO[Cu])OC(=O)[Au]	0
CC(NC(=O)[Au])C(=O)N(C)CC(C)(C)CN[Cu]	0
CCN(CCCCOC(=O)[Au])CC(C)(C)O[Cu]	0
C=CCCCCCN(CCN[Cu])CCNC(=O)[Au]	1
O=C([Au])OCCNCCOCCO[Cu]	1
COCCN(C)CC(O[Cu])C(C)OC(=O)[Au]	0
CC(CCOC(=O)[Au])CNC(=O)C(C)(C)O[Cu]	0
N#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CN(CC(=O)N(C)C)CC(COC(=O)[Au])O[Cu]	1
CCCCNC(=O)CC(CNC(=O)[Au])O[Cu]	0
CCC(NCC(COC)O[Cu])C(C)OC(=O)[Au]	0
CC(CCO[Cu])NCCCCCOC(=O)[Au]	1
CSCCN(C)CC(CO[Cu])OC(=O)[Au]	1
CS(=O)(=O)CCNCC(COC(=O)[Au])O[Cu]	1
CN(CCNC(=O)[Au])CCOCCN[Cu]	1
CC(OC(=O)[Au])C(C)(C)CNC(=O)CN[Cu]	0
CC(N[Cu])C(=O)NCCC(OC(=O)[Au])C(C)C	0
CC(NCC(=O)NCCOC(=O)[Au])C(C)O[Cu]	1
CC(CCOC(=O)[Au])N(C)CCOCCO[Cu]	1
O=C(COCCOC(=O)[Au])NCCN[Cu]	1
CC(CSCCOC(=O)[Au])SCCO[Cu]	1
O=C(COCCOC(=O)[Au])NCCO[Cu]	1
CN(CC(C)(C)NC(=O)[Au])C(=O)NCCN[Cu]	0
C=CC(O[Cu])C(=O)OCCOCCOC(=O)[Au]	0
COCCN(CCO[Cu])CCOC(=O)[Au]	1
CCC(CC)CNC(=O)C(CN[Cu])NC(=O)[Au]	0
CC(C)CN(C)CC(CNC(=O)[Au])O[Cu]	0
CC(CN(C)CCOCCN[Cu])OC(=O)[Au]	1
CC(CCO[Cu])OC(=O)[Au]	1
CC(COC(=O)[Au])CN(C)CCC(C)O[Cu]	0
O=C([Au])OCCOCCOCCOCCO[Cu]	1
CCC=CCCCN(CCN[Cu])CCNC(=O)[Au]	1
CC(CC(C)O[Cu])NC(=O)C(C)(C)OC(=O)[Au]	0
C=CCOCC(CNCCCOC(=O)[Au])O[Cu]	1
CS(=O)CCN(CCO[Cu])CCOC(=O)[Au]	1
CCOCC(CNCC=CCO[Cu])OC(=O)[Au]	1
CCC(CN(C)CCOCCN[Cu])OC(=O)[Au]	1
CCN(CC(O[Cu])C(C)OC(=O)[Au])C(C)C	0
CCCCCCOCC(COC(=O)[Au])O[Cu]	0
O=C([Au])OCCOCCOCCCN[Cu]	1
COC(C)C(C)NC(=O)C(COC(=O)[Au])N[Cu]	0
CCCC(O[Cu])C(=O)NCC(C)OC(=O)[Au]	0
CCC(O[Cu])C(C)(C)NC(=O)[Au]	0
NOCCNC(=O)CC(CNC(=O)[Au])O[Cu]	1
CCC(COC(=O)[Au])NCC(COC)O[Cu]	0
O=C([Au])OCCCSCCOCCO[Cu]	1
COC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
O=C([Au])OCCCCCS(=O)CCO[Cu]	1
CC(CO[Cu])(COC(=O)[Au])NC(=O)C(C)(F)F	0
CC#CCOC(=O)C(C)(CO[Cu])COC(=O)[Au]	0
CCN(CC)CC(CNC(=O)[Au])O[Cu]	0
O=C([Au])NCCSCCCSCCN[Cu]	1
O=C([Au])OCCSCCN[Cu]	1
CCC(CNC(C)CC(C)(C)OC(=O)[Au])O[Cu]	0
COCCC(CN(C)CCCOC(=O)[Au])N[Cu]	1
CC(CCNC(=O)N(C)CCN[Cu])NC(=O)[Au]	0
CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
CCC(=O)CNCC(CO[Cu])OC(=O)[Au]	1
CCC(CN(C)CCOCCN[Cu])OC(=O)[Au]	1
COC(C)CN(CCCOC(=O)[Au])CCO[Cu]	0
CC(CO[Cu])N(C)CCOCCOC(=O)[Au]	1
CCSCCN(CCO[Cu])CCOC(=O)[Au]	1
CN(CCO[Cu])C(=O)CCOC(=O)[Au]	1
CC(NCC(=O)NCCOC(=O)[Au])C(C)O[Cu]	1
CC(C)(C)CC(=O)NCC(CNC(=O)[Au])O[Cu]	0
CCCN(CCOC(=O)[Au])C(=O)C(C)(C)O[Cu]	0
CCC(CC)CNC(CO[Cu])COC(=O)[Au]	0
CCN(OC)C(=O)C(O[Cu])C(C)(C)OC(=O)[Au]	0
O=C(CCCF)NCC(COC(=O)[Au])O[Cu]	1
CC(NC(=O)[Au])C(=O)NCC(=O)CCO[Cu]	0
CN(CCO[Cu])C(=O)CCOC(=O)[Au]	1
CC(OC(=O)[Au])C(CO[Cu])NCCC(N)=O	0
CCC(CNCC=CCO[Cu])OC(=O)[Au]	1
C=CCOCC(CNCCCOC(=O)[Au])O[Cu]	1
O=C(CO[Cu])NCCCCCCOC(=O)[Au]	1
COCCNC(=O)NC(CO[Cu])COC(=O)[Au]	1
CSCCN(CCO[Cu])CCOC(=O)[Au]	1
CCCN(CC)C(=O)C(CO[Cu])NC(=O)[Au]	0
COCCN(CCCOC(=O)[Au])CCO[Cu]	1
O=C([Au])OCCSCCOCCO[Cu]	1
NC(CCOC(=O)[Au])=NOCCOCCO[Cu]	1
O=C([Au])NCCCCCC(=O)NCCN[Cu]	0
CCCC(CNC(=O)COC(=O)[Au])O[Cu]	0
CC(C)(COC(=O)[Au])C(=O)NC(C#N)CO[Cu]	0
O=C([Au])OCC(CO[Cu])(C(=O)O)C(=O)O	0
O=C([Au])OCCNCCOCCO[Cu]	1
CC(=O)CN(CCCO[Cu])CCOC(=O)[Au]	1
CNC(=O)C(CO[Cu])NC(=O)[Au]	0
C=CC(O[Cu])C(=O)NOCC(C)(C)OC(=O)[Au]	0
CC=CC=CC(=O)NC(C)(CO[Cu])COC(=O)[Au]	0
CCCC(CC(=O)NC(C)COC(=O)[Au])O[Cu]	0
CC(CNC(=O)CC(N[Cu])C(F)F)NC(=O)[Au]	0
CCOCC(CNC(C)CCO[Cu])OC(=O)[Au]	0
CC(CC(C)NC(=O)CCCNC(=O)[Au])N[Cu]	0
C=CC(COC(=O)[Au])NCCOCCO[Cu]	1
CC(C#N)CNC(=O)CC(CN[Cu])OC(=O)[Au]	0
CC(CNCCSCCCO[Cu])OC(=O)[Au]	0
CCCCCN(CCN[Cu])CCNC(=O)[Au]	0
CCN(CCCCO[Cu])CCOC(=O)[Au]	1
CC(CN[Cu])CNC(=O)C(C)C(C)NC(=O)[Au]	0
C#CCOCCN(CCO[Cu])CCOC(=O)[Au]	1
COCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCOCCOCCOCCO[Cu]	1
C=CC(CNCCOCCOC(=O)[Au])O[Cu]	1
COCCOCCNC(CO[Cu])COC(=O)[Au]	1
CC(C)(C)C(C#CC(OC(=O)[Au])C(C)(C)C)O[Cu]	0
CCCCN(CCCOC(=O)[Au])C(=O)CN[Cu]	0
CCC(NC(C)CCOC(=O)[Au])C(C)O[Cu]	0
C=C(COC(=O)[Au])C(=O)N(C)CCCCO[Cu]	1
C=CC(COC(=O)[Au])NC(=O)CNCCN[Cu]	1
CCOCCC(C)NC(CO[Cu])COC(=O)[Au]	0
COCCNC(=O)CC(CNC(=O)[Au])O[Cu]	0
O=C(CO[Cu])NCCCCCOC(=O)[Au]	1
CC(C)OCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
COCCN(CC#N)CC(COC(=O)[Au])O[Cu]	1
CNCC(CO[Cu])OC(=O)[Au]	1
C=CC(CNC(COC(=O)[Au])C(F)(F)F)O[Cu]	0
O=C([Au])NCC(N[Cu])C(=O)O	0
COCCN(CCNC(=O)[Au])CCO[Cu]	1
O=C([Au])OCCOCCCOCCO[Cu]	1
CC(CCOC(=O)[Au])NCCCCO[Cu]	0
N#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(CNCCCCCO[Cu])OC(=O)[Au]	1
CCCCN(CC(C)O[Cu])C(C)COC(=O)[Au]	0
CN(CCO[Cu])CCOC(=O)[Au]	1
CC(C)(CNCCCCCCNC(=O)[Au])N[Cu]	1
CN(C)C(=O)CCNCC(CO[Cu])OC(=O)[Au]	0
CC(CCNC(=O)CCO[Cu])CCOC(=O)[Au]	0
CCCCC(N[Cu])C(CCC)CNC(=O)[Au]	0
CC(CCOC(=O)[Au])CNC(=O)C(C)O[Cu]	0
CC(OC(=O)[Au])C(NC(=O)CN[Cu])C(=O)O	0
C=C(COC(=O)[Au])C(=O)N(C)CCCCO[Cu]	1
CN(CCOCCN[Cu])CC(C)(C)OC(=O)[Au]	1
O=C([Au])NCCSC(=O)SCCN[Cu]	0
CSCC(CN(C)CC(C)OC(=O)[Au])O[Cu]	0
CCC(CN(C)CCCO[Cu])OC(=O)[Au]	0
CC(NC(=O)[Au])C(=O)NC(C)(C)CN[Cu]	0
O=C([Au])NCCC(F)CN[Cu]	0
CC(CNC(=O)COCCN[Cu])NC(=O)[Au]	1
CN(CCCCCCO[Cu])CCOC(=O)[Au]	0
CC(CCOC(=O)[Au])NCCC(C)(C)CO[Cu]	0
CC(NC(=O)[Au])C(=O)NCCN[Cu]	0
COCC(CNC(=O)C(C)OC(=O)[Au])O[Cu]	1
CCC(CN(CC)C(C)CO[Cu])OC(=O)[Au]	0
C=CC(C)(CNC(COC(=O)[Au])C(N)=O)O[Cu]	1
O=C([Au])OCCSCCSCCO[Cu]	1
CCN(CCCCOC(=O)[Au])CCCO[Cu]	1
COCC(CNC(CO[Cu])C(N)=O)OC(=O)[Au]	0
C=CC(OC(=O)[Au])C(=O)NCCOCCO[Cu]	1
CC(C)OCC(CNCCOC(=O)[Au])O[Cu]	1
CC(C)(C)CC(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(C(=O)O)C(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(O[Cu])C(NC(=O)[Au])C(=O)OC(C)(C)C	0
CCON(CC)CC(OC(=O)[Au])C(C)(C)O[Cu]	0
CCC(CO[Cu])NCC(OC(=O)[Au])C(C)C	0
COCCN(CCCOC(=O)[Au])CCO[Cu]	1
CCCN(CC(COC(=O)[Au])O[Cu])C(C)CC	0
CCNC(=S)NC(CO[Cu])COC(=O)[Au]	0
CN(CCOCCN[Cu])CC(C)(C)OC(=O)[Au]	1
CCC(=O)NCC(C)(CO[Cu])COC(=O)[Au]	0
CCC(CC#N)N(C)CC(CO[Cu])OC(=O)[Au]	0
NOCCNC(=O)CC(CNC(=O)[Au])O[Cu]	1
CN(CCCCCOC(=O)[Au])CCCO[Cu]	1
CCC(COC(=O)[Au])NC(=O)C(C)(CC)O[Cu]	0
CCOCCCNC(=O)C(CO[Cu])NC(=O)[Au]	1
CCCCC(NC(=O)[Au])C(=O)NC(C)CO[Cu]	0
C=CCN(CCOC)CC(COC(=O)[Au])O[Cu]	1
C=CCN(CCCO[Cu])CCOC(=O)[Au]	1
CCOCCNC(=O)C(CO[Cu])NC(=O)[Au]	0
CN(CCO[Cu])CCOC(=O)[Au]	1
CC(C)(C)CC(CN[Cu])OC(=O)[Au]	0
CCCC(CCC)(CO[Cu])COC(=O)[Au]	0
COC(=O)CSCC(CO[Cu])OC(=O)[Au]	0
CCOCCN(CCCOC(=O)[Au])CCO[Cu]	1
N#CCCN(CCO[Cu])CCOC(=O)[Au]	1
CCCOCC(=O)NCC(CN[Cu])OC(=O)[Au]	0
CC(OC(=O)[Au])C(CN(C)C(C)C(=O)O)O[Cu]	0
CC(C#N)CN(C)C(=O)CC(CN[Cu])OC(=O)[Au]	0
CCCOCC(COC(=O)[Au])O[Cu]	0
CCCN(CCC)C(=O)C(CO[Cu])NC(=O)[Au]	0
CCCCCCN(CCNC(=O)[Au])CCO[Cu]	0
C#CC(=O)NCC(C)(CO[Cu])COC(=O)[Au]	0
C=CCCC(CNCC(C)OC(=O)[Au])O[Cu]	0
CC(C)(C)CCCNC(CN[Cu])CNC(=O)[Au]	0
CCC=CCCN(CCN[Cu])CCNC(=O)[Au]	1
CCSCCN(CCN[Cu])CCOC(=O)[Au]	1
CCC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
CCC(NC(C)CCO[Cu])C(C)(C)OC(=O)[Au]	0
C#CCOC(=O)C(NC(=O)[Au])C(C)O[Cu]	0
CCC(OC(=O)[Au])C(=O)OCCCCO[Cu]	0
CCN(C)C(=O)C(COC(=O)[Au])N[Cu]	0
CC(CN(C)CCCNC(=O)[Au])N[Cu]	0
CCC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
COC(=O)N(CCCN[Cu])CCCNC(=O)[Au]	0
CC(C)C(C)(O[Cu])C(C)(OC(=O)[Au])C(C)C	0
O=C(CO[Cu])NCCCCCCOC(=O)[Au]	1
CC(COC(=O)[Au])CSCCCCO[Cu]	1
C=CC(C)(CN(C)CCOC(=O)[Au])O[Cu]	0
CC(C)C(CNCC(C)(C)N[Cu])CNC(=O)[Au]	0
CC(OC(=O)[Au])C(=O)NOC(C)(C)CO[Cu]	0
CN(CC(N)=O)CC(CO[Cu])OC(=O)[Au]	1
O=C([Au])OCCSCCO[Cu]	1
CC(C)NC(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(C)(CNCCCCCCNC(=O)[Au])N[Cu]	1
CCCCC(CNC(=O)[Au])N[Cu]	0
CC(CN(C)CC(CC(F)F)N[Cu])NC(=O)[Au]	0
CCCCCCCC(CO[Cu])OC(=O)[Au]	0
COCCC(CNCCC(C)OC(=O)[Au])N[Cu]	1
CN(CCNC(=O)[Au])CCOCCN[Cu]	1
CC(CCN(C)C(C)C(C)OC(=O)[Au])O[Cu]	0
O=C(CCO[Cu])NCCCCCOC(=O)[Au]	1
CCCC(C)CN(CCN[Cu])CCNC(=O)[Au]	1
CC(C)C(CCN(C)CCO[Cu])OC(=O)[Au]	0
O=C(O)CC(CCCCCOC(=O)[Au])O[Cu]	0
COCCN(CCO[Cu])CCOC(=O)[Au]	1
C#CCCCN(CCCOC(=O)[Au])CCO[Cu]	0
O=C([Au])OCCCCCO[Cu]	1
CCC(C)C(C)(CO[Cu])COC(=O)[Au]	0
O=C([Au])OCCCSCCOCCO[Cu]	1
NC(=S)NN=CC(CO[Cu])OC(=O)[Au]	0
COC(=O)C(CSCCCOC(=O)[Au])N[Cu]	0
C=CC(COC(=O)[Au])NCC(COC)O[Cu]	1
CCCCC(CC)(CO[Cu])NC(=O)[Au]	0
CCC(NC(C)C(C)OC(=O)[Au])C(C)O[Cu]	0
COCCCN(C)CC(CO[Cu])OC(=O)[Au]	1
COCCC(=O)NCC(CNC(=O)[Au])O[Cu]	1
CC(CCOC(=O)[Au])N(C)CCOCCO[Cu]	1
