,sample_id,mol_smiles,conductivity
2783,25197,CC(C)CN(CC(C)OC(=O)[Au])C(C)CO[Cu],3.439349436475589e-05
4429,25198,CC(CNCC(C)OC(=O)[Au])CC(C)O[Cu],3.15822937567819e-05
3821,25199,CCC(C)(OC(=O)[Au])C(=O)OCC(C)CO[Cu],3.47069749656523e-05
5159,25200,CCCC(CCNCC(CC)OC(=O)[Au])O[Cu],3.24098950987052e-05
1846,25201,CCC(C)N(CCOC(=O)[Au])CCC(C)O[Cu],4.43750881913344e-05
152,25202,CC(C)CCCN(CCN[Cu])CCOC(=O)[Au],5.11960237205117e-05
806,25203,CC(CCCN[Cu])NCC(C)(C)NC(=O)[Au],6.228389865314829e-05
799,25204,CCC(NC(C)CCO[Cu])C(C)(C)OC(=O)[Au],3.79319531228122e-05
1155,25205,CC(C)=CCCN(CCO[Cu])CCOC(=O)[Au],9.18862493455457e-05
4863,25206,CN(CCCNC(=O)[Au])CC(CC(F)F)N[Cu],7.70537470512273e-05
2597,25207,CC(CN(C)C(C)CCOC(=O)[Au])O[Cu],5.899593902884101e-05
132,25208,CC(CCO[Cu])N(C)CCCOC(=O)[Au],8.89349843539192e-05
1937,25209,CC(C)(C)CN(CCCNC(=O)[Au])CCO[Cu],3.17573210307305e-05
5798,25210,CCC(CCCNCC(C)OC(=O)[Au])O[Cu],3.86465818086715e-05
265,25211,CCC(C)NC(=O)C(O[Cu])C(C)(C)OC(=O)[Au],5.15585393051097e-05
4017,25212,CC(CCO[Cu])CNC(C)CCOC(=O)[Au],0.0001209623910844
1062,25213,CCCN(CC(C)OC(=O)[Au])CC(C)(C)O[Cu],3.92387314729743e-05
3763,25214,CCC(C)(CN(C)CC(C)(C)N[Cu])OC(=O)[Au],5.59467487438463e-05
5151,25215,CN(CCCNC(=O)[Au])CC(C)(C)CN[Cu],3.24586497516217e-05
5559,25216,CC(C)C(CCN(C)CCCN[Cu])NC(=O)[Au],6.44907817687061e-05
2446,25217,CCCC(CCNC(=O)C(C)O[Cu])OC(=O)[Au],3.32964841088995e-05
3390,25218,CC(CCCCN[Cu])NCC=CCOC(=O)[Au],0.0001004547465456
1755,25219,CCN(CCN[Cu])CC(CC(F)F)NC(=O)[Au],6.70071192640366e-05
3202,25220,CCN(C(=O)CC(CNC(=O)[Au])O[Cu])C(C)C#N,3.88136709778059e-05
5172,25221,CCC(CNCCCC(CC)OC(=O)[Au])O[Cu],5.11738227442234e-05
2567,25222,CC(C)C(CNC(C)C(C)OC(=O)[Au])CO[Cu],1.90228863099075e-05
3630,25223,CCCC(OC(=O)[Au])C(=O)OCCCO[Cu],0.0001239486102865
2135,25224,CCC(CC)(CNC(=O)CCOC(=O)[Au])O[Cu],2.47176057802187e-05
4919,25225,CCCC(CCOC(=O)[Au])NCC(C)(C)O[Cu],4.20699062969162e-05
4765,25226,CC(CNC(=O)[Au])N(C)CCCCCCN[Cu],0.0001060840645212
4871,25227,CC(CNC(C)CCOC(=O)[Au])CC(C)O[Cu],5.83671306322814e-05
850,25228,CCC(CNC(=O)C(C)(CC)OC(=O)[Au])O[Cu],5.62834922462661e-05
2262,25229,CCN(CCO[Cu])CCC(OC(=O)[Au])C(C)C,6.85721967386696e-05
3924,25230,CC(CN(C)CC(CN[Cu])C(C)C)NC(=O)[Au],4.68772139185359e-05
1964,25231,CC(CNC(CNC(=O)[Au])C(C)(C)C)N[Cu],6.72055917067551e-05
2475,25232,CCCC(CN(C)CCC(C)O[Cu])OC(=O)[Au],4.8117745071691e-05
1222,25233,CC(CCN[Cu])NCC(C)(C)NC(=O)[Au],9.77629891880748e-05
4619,25234,CC(CN(C)CCCCCCNC(=O)[Au])N[Cu],0.0001061500022069
5312,25235,CCC(CNC(C)CC(C)(C)OC(=O)[Au])O[Cu],3.53444815973101e-05
5228,25236,CN(CCCOC(=O)[Au])C(CO[Cu])C(C)(C)C,3.19260054373964e-05
1830,25237,CC(CCOC(=O)[Au])N(C)CCC(C)(C)O[Cu],5.757615052393679e-05
3115,25238,CC(CCN(C)CC(C)(C)NC(=O)[Au])O[Cu],3.22567752699239e-05
625,25239,CCCC(CN(C)CCCOC(=O)[Au])O[Cu],9.1780537571831e-05
3709,25240,O=C(CCO[Cu])NCCCCCCOC(=O)[Au],7.88845475304899e-05
2427,25241,CCC(CCNC(C)CCOC(=O)[Au])O[Cu],0.0001162062909111
2610,25242,CCC(NC(C)CCOC(=O)[Au])C(C)O[Cu],7.88928187740966e-05
5022,25243,CC(NC(COC(=O)[Au])C(C)(C)C)C(C)O[Cu],1.14127124701867e-05
4242,25244,CCC(CC)(CNCC(C)(C)N[Cu])NC(=O)[Au],5.08294205232195e-05
1968,25245,CC(C)CC(CO[Cu])NC(C)CCOC(=O)[Au],4.29546946904896e-05
5141,25246,CC(CNC(CO[Cu])CC(C)(C)C)OC(=O)[Au],6.01216819349317e-05
71,25247,CC(C)(CNCCC(C)(C)NC(=O)[Au])N[Cu],5.7200626631515294e-05
5420,25248,CCCC(CN(CCC)CCOC(=O)[Au])O[Cu],3.24718089400914e-05
1458,25249,CC(C)CC(CNC(C)CCOC(=O)[Au])O[Cu],4.88253756580206e-05
1275,25250,CC=CCC(COC(=O)[Au])NCC(CC)O[Cu],4.1786102801683286e-05
184,25251,CCC(CC)CNC(CN[Cu])CNC(=O)[Au],3.254132929741839e-05
2362,25252,CC(C)(C)CCN(CCNC(=O)[Au])CCO[Cu],3.86911563259026e-05
2659,25253,CCC(CC)CN(CCNC(=O)[Au])CCO[Cu],6.868902663311628e-05
4212,25254,CC(CCOC(=O)[Au])NC(CCO[Cu])C(C)C,6.25736270570458e-05
5728,25255,CC(CCCCN[Cu])NCC(C)(C)NC(=O)[Au],7.20099085630288e-05
1166,25256,CC(C)=CCCN(CCNC(=O)[Au])CCO[Cu],7.70138693666069e-05
3309,25257,CCC(CCCNC(C)CCOC(=O)[Au])O[Cu],4.4924387350327295e-05
1020,26438,O=C([Au])OC(CF)CO[Cu],6.75544981671856e-05
2919,26439,O=C([Au])OC(CN[Cu])C(F)(F)F,6.22390287948741e-05
728,26440,CC(C)(OC(=O)[Au])C(O[Cu])C(=O)O,2.65791991831575e-05
5949,26441,C#CC(CC)NCC(CC(C)(C)O[Cu])OC(=O)[Au],2.167169168556189e-05
3392,26442,CCC(O[Cu])C(NC(=O)[Au])C(=O)O,5.49020547272003e-05
75,26443,C=CCCCNC(=O)C(CCCN[Cu])NC(=O)[Au],8.88672376165227e-05
4426,26444,O=C([Au])OCC(O[Cu])C(F)(F)F,2.27041540869753e-05
4948,26445,CC(CO[Cu])COC(=O)[Au],4.84890370151651e-05
1816,26446,C=CC(C)(CNCC(CC)N[Cu])OC(=O)[Au],4.64445614244696e-05
439,26447,CCOC(=O)CC(CO[Cu])OC(=O)[Au],4.8708849439373606e-05
3811,26448,CCC(CO[Cu])(NC(=O)[Au])NC(C)CCCC#N,4.47494928422427e-05
3684,26449,C=CC(C)NCC(CC(C)(C)O[Cu])OC(=O)[Au],5.806423354802521e-05
5342,26450,O=C([Au])NC(CSCCO[Cu])C(=O)O,5.51092489281208e-05
1159,26451,C=CC(CNCC(O[Cu])C(F)(F)F)OC(=O)[Au],6.051293595963381e-05
5885,26452,COCC(C)(CO[Cu])COC(=O)[Au],5.47817081308906e-05
2570,26453,CC(CCCN[Cu])(NC(=O)[Au])C(=O)O,2.917730264706061e-05
2450,26454,CC(CCOC(=O)[Au])SCC(CC#N)O[Cu],6.18172678588021e-05
777,26455,C=CCCC(CN(C)CCNC(=O)[Au])O[Cu],0.0001128109758232
1629,26456,CC(COCC#CC(C)(C)OC(=O)[Au])O[Cu],7.11804547582106e-05
3295,26457,C=CCN(CCC#N)CC(OC(=O)[Au])C(C)O[Cu],0.0001306563180297
4640,26458,C=C(C)CC(COC(=O)[Au])NC(C)C(C)O[Cu],5.1179915684849e-05
4179,26459,CCOC(OCC)C(CO[Cu])OC(=O)[Au],9.81006158134793e-05
1524,26460,C=CC(COC(=O)[Au])NCC(CCCC)O[Cu],9.88144614271443e-05
2188,26461,O=C([Au])NCCCC(N[Cu])(C(=O)O)C(F)F,5.536517337425269e-05
1152,26462,C=CCCC(CNCC(C)OC(=O)[Au])O[Cu],5.3380178066492894e-05
1303,26463,CC(CCCC#N)N(CCNC(=O)[Au])CCO[Cu],8.99896436654639e-05
4448,26464,O=C([Au])NC(CCCCN[Cu])C(=O)O,6.237749032372878e-05
4487,26465,C=CC(CNC(CCC)COC(=O)[Au])O[Cu],5.63345586005558e-05
4115,26466,C=CCCC(CN(C)CCCN[Cu])OC(=O)[Au],7.078221347387508e-05
4117,26467,C=CCCC(CNC(CC)COC(=O)[Au])O[Cu],4.57542983667695e-05
2533,26468,C#CC(C)(CC)NCC(O[Cu])C(C)(C)OC(=O)[Au],3.43964386803259e-05
619,26469,C=CCN(CC(CO[Cu])OC(=O)[Au])C(C)C,0.0001101826363414
2201,26470,C=CCC(CNC(C)C(C)O[Cu])COC(=O)[Au],7.038986670251949e-05
3349,26471,C=CC(C)(CNCCC(C)N[Cu])OC(=O)[Au],4.67378784426736e-05
522,26472,O=C([Au])OCCN(CCO[Cu])CC(F)(F)F,5.4945011961133e-05
1476,26473,C=CCC(CC(C)O[Cu])OC(=O)[Au],2.9069562405705105e-05
2012,26474,CC(COC(=O)[Au])C(C)N[Cu],2.03382448209154e-05
4909,26475,C#CC(C)NCC(CC(C)(C)OC(=O)[Au])O[Cu],1.88736157168598e-05
3782,26476,C#CCN(CC)CC(CC(C)(C)O[Cu])OC(=O)[Au],4.09282633210992e-05
2085,26477,CC(C)OC(=O)C(CO[Cu])NC(=O)[Au],3.26119031572177e-05
3124,26478,C=CCCC(C)NCC(CN[Cu])OC(=O)[Au],5.32941239394338e-05
5316,26479,C=C(C)CN(C)CC(OC(=O)[Au])C(C)O[Cu],4.3560908774132704e-05
4764,26480,C#CCCCN(CC(C)OC(=O)[Au])C(C)CO[Cu],2.2576203542686105e-05
460,26481,C=C(C)CN(CC)C(=O)C(CCN[Cu])NC(=O)[Au],3.5835097964819604e-05
1177,26482,C=CC(C)(CN(C)CC(CC)NC(=O)[Au])O[Cu],3.28073905196235e-05
3590,26483,N=C(NCCOC(=O)[Au])C(N)=NCCO[Cu],9.32933112899713e-05
1356,26484,C=CCCC(C)NC(CC)(CO[Cu])NC(=O)[Au],4.21561880231062e-05
3152,26485,C=CC(C)(CNCC(F)(F)COC(=O)[Au])O[Cu],6.46969884935403e-05
4526,26486,C=CC(CNC(CCCC)CO[Cu])OC(=O)[Au],5.54380859613784e-05
5774,26487,CC(CNCC(C)OC(=O)[Au])O[Cu],7.9494344481454e-05
3927,26488,C=CCCC(C)NC(COC(=O)[Au])C(C)O[Cu],2.0704948426057888e-05
2506,26489,CN(C)C(C)(CO[Cu])COC(=O)[Au],2.724884331697711e-05
2046,26490,CC(CCO[Cu])OC(=O)[Au],0.0001306608199433
4231,26491,CC(C)(CN[Cu])CNC(=O)[Au],2.86569757020848e-05
103,26492,CCC(C#N)(CC)NCC(CO[Cu])OC(=O)[Au],3.69032668850656e-05
372,26493,CCC(N[Cu])C(OC(=O)[Au])C(=O)OC,3.57212926937662e-05
2862,26494,COCC(CCOC(=O)[Au])N[Cu],3.86966163078986e-05
4511,26495,CCCCC(N[Cu])C(OC(=O)[Au])C(=O)O,1.8916973028298888e-05
2432,26496,CC(CCNC(=O)[Au])O[Cu],4.00645632675801e-05
2348,26497,C=CCC(C)(COC(=O)[Au])N[Cu],5.24002728809885e-05
2337,26498,CC(C)(C#CC#CC(C)(C)NC(=O)[Au])N[Cu],3.32440734194704e-05
2391,26499,O=C([Au])NCC(F)(F)CN[Cu],8.77538659544719e-05
843,26500,C=CC(C)(CNCCC(C)OC(=O)[Au])O[Cu],7.2582631513026e-05
2663,26501,CN(C)CC(C)(CNC(=O)[Au])O[Cu],3.8225676706495e-05
2312,26502,O=C([Au])NCC(O[Cu])C(F)F,3.38294408131287e-05
572,26503,CC(CNC(=O)[Au])N[Cu],3.9117310512731e-05
4595,26504,CC(C)C(CO[Cu])NC(=O)[Au],4.56638082789024e-05
542,26505,CC(CCC#N)CN(CCN[Cu])CCOC(=O)[Au],0.0001067983731361
4679,26506,C=C(C)CN(CC)CC(O[Cu])C(C)OC(=O)[Au],4.84318012315841e-05
5229,26507,CCN(CC)CC(CNC(=O)[Au])O[Cu],4.66337086908781e-05
1666,26508,C=CC(C)(CNC(C)CCOC(=O)[Au])O[Cu],9.24160837069646e-05
430,26509,CC(CO[Cu])(COC(=O)[Au])C(=O)O,2.09967372138013e-05
4615,26510,C=CC(=O)NC(C)(CO[Cu])COC(=O)[Au],4.66057732408633e-05
2594,26511,C=C(Cl)C(CO[Cu])OC(=O)[Au],2.97181500870851e-05
1143,26512,CCC(CCNC(=O)CNC(=O)[Au])O[Cu],5.40148164550114e-05
3696,26513,O=C([Au])OCC(F)(F)CO[Cu],4.27523883381141e-05
3001,26514,C#CC(C)(CC)NCC(O[Cu])C(C)OC(=O)[Au],3.51288781189167e-05
4359,26515,COCCOC(=O)C(C)(CO[Cu])COC(=O)[Au],5.74903760446e-05
1384,26516,CCC(CNCC(F)(F)CO[Cu])OC(=O)[Au],7.08498555589659e-05
1130,26517,CC(CN[Cu])(COC(=O)[Au])CC(=O)O,1.99300341763026e-05
1707,26518,C=CC(C)(CNC(CCC)COC(=O)[Au])O[Cu],7.87939997657315e-05
2270,26519,C=CC(CN(CC)CC(C)(C)O[Cu])OC(=O)[Au],4.90686746779817e-05
4431,26520,CCC(C)CC(=O)NC(CO[Cu])COC(=O)[Au],5.36590939463186e-05
3527,26521,CC(CN[Cu])OC(=O)[Au],5.06087495252061e-05
1869,26522,C=CC(CN(CCCOC(=O)[Au])C(C)C)O[Cu],4.93507513407736e-05
3465,26523,CC(CO[Cu])OCC(C)OC(=O)[Au],0.0001763030657906
721,26524,O=C([Au])NC(CC[PH](=O)CO[Cu])C(=O)O,3.49736876473443e-05
3645,26525,CCCCC(CCCC)(COC(=O)[Au])N[Cu],2.04010622337304e-05
2974,26526,O=C([Au])NCCCCNCCCN[Cu],8.609329021838e-05
5996,26527,CC(C)(CNC(=O)[Au])N[Cu],3.00551838109375e-05
4082,26528,CC(O[Cu])C(C)(OC(=O)[Au])C(=O)O,2.32671636299357e-05
5158,26529,CC(CN(CCO[Cu])CC(F)F)OC(=O)[Au],8.29252348213143e-05
470,26530,CCCCCCC(C)(OC(=O)[Au])C(C)O[Cu],1.65476667410096e-05
708,26531,CCCC(=O)OCC(CO[Cu])OC(=O)[Au],3.19469794037239e-05
4103,26532,CCN(CCCN[Cu])CCOC(=O)[Au],7.749962802957321e-05
5621,26533,CCN(C)CC(COC(=O)[Au])O[Cu],9.29819042295173e-05
1396,26534,COCC(CCNC(=O)[Au])O[Cu],6.63768846672787e-05
1293,26535,CC#CCN(C)CC(OC(=O)[Au])C(C)(C)O[Cu],2.47148027236321e-05
5147,26536,CCCCNC(=O)CC(CNC(=O)[Au])O[Cu],4.40803492312526e-05
2857,26537,CC(C)(CCO[Cu])CC(C)(C)COC(=O)[Au],2.69919661476582e-05
5623,26538,C=CC(CN(C)CC(CC)NC(=O)[Au])O[Cu],6.58897636994312e-05
1504,26539,CC(CNC(=O)[Au])CO[Cu],3.7638284871677294e-05
4292,26540,CC(C)(C)OC(=O)NC(CN[Cu])CNC(=O)[Au],2.9429443481277003e-05
2955,26541,CCN(CC)CC(CO[Cu])OC(=O)[Au],9.9547583934434e-05
1614,26542,COC(=O)C(O[Cu])C(C)(C)NC(=O)[Au],5.2738192603714704e-05
5130,26543,CC(C)(CNCC(F)(F)CO[Cu])OC(=O)[Au],4.75348892018437e-05
795,26544,CC(C)(CNC(=O)[Au])CC(C)(C)N[Cu],4.58791861619968e-05
360,26545,C=C(C)CN(C)CC(OC(=O)[Au])C(C)(C)O[Cu],5.88328631999444e-05
392,26546,CC(N[Cu])C(C)C(=O)NCCCOC(=O)[Au],2.9916034890819603e-05
3678,26547,C=CC(CNC(COC(=O)[Au])C(C)C)O[Cu],3.53535363691501e-05
4363,26548,CC(CC#N)NCC(O[Cu])C(C)(C)OC(=O)[Au],8.9150536999946e-05
2017,26549,CCCC(CNC(=O)CNC(=O)[Au])O[Cu],4.3030464094444704e-05
1609,26550,CCCCCC(OC(=O)[Au])C(C)O[Cu],1.8334526106994e-05
1443,26551,CC(CNC(=O)[Au])CC(C)(C)CCN[Cu],4.3425250991003296e-05
5201,26552,CC(CO[Cu])(COC(=O)[Au])C(=O)OCCF,2.8269718725276204e-05
294,26553,CN(CCCO[Cu])C(=O)CCNC(=O)[Au],7.37945790624639e-05
4944,26554,CC#CCC(COC(=O)[Au])NC(C)CCO[Cu],7.52941241137592e-05
1313,26555,C=CCN(C)CC(CC(C)(C)O[Cu])OC(=O)[Au],6.46158569112458e-05
4703,26556,CCC(C)(O[Cu])C(C)(CC)OC(=O)[Au],1.74336649743771e-05
5847,26557,COC(=O)C(CCCNC(=O)[Au])N[Cu],4.30220045721546e-05
1771,26558,C#CCN(C)CC(CC(C)(C)O[Cu])OC(=O)[Au],5.22571426603745e-05
590,26559,CCN(CCOC(=O)[Au])C(=O)CCN[Cu],4.47237245825586e-05
189,26560,CCC(COC(=O)[Au])NCC(C)CO[Cu],5.2471235005924496e-05
5255,26561,CCC(CC#N)NC(CC)(CO[Cu])NC(=O)[Au],4.13550569828605e-05
4143,26562,CC=CCC(CO[Cu])NC(=O)COC(=O)[Au],5.36362885469314e-05
14,26563,O=C([Au])OC(CCCO[Cu])C(=O)O,3.70258211821431e-05
482,26564,O=C([Au])OCC(F)(F)CN[Cu],6.16024114190646e-05
4411,26565,CN(CC(CO[Cu])OC(=O)[Au])CC(F)(F)F,4.92076065705377e-05
1554,26566,CC(CC(=O)N(C)CCC(C)OC(=O)[Au])N[Cu],3.63712821981443e-05
2238,26567,CC(C)(CNC(=O)CO[Cu])COC(=O)[Au],5.01164651698366e-05
4392,26568,CC(C)CC(OC(=O)[Au])C(=O)NCCN[Cu],3.45750969683786e-05
4892,26569,C=CCN(CC=C)CC(O[Cu])C(C)OC(=O)[Au],5.5830005961626096e-05
1562,26570,CC(CN[Cu])CNC(=O)[Au],5.91107035022724e-05
5538,26571,CCCN(CCO[Cu])CCOC(=O)[Au],0.0001588128874556
2070,26572,COCC(CNCCCC(C)OC(=O)[Au])O[Cu],7.283298759727479e-05
1715,26573,CSCC(COC(=O)[Au])O[Cu],5.6203926103697e-05
5650,26574,O=C([Au])NCC(CF)O[Cu],5.53419922643886e-05
2043,26575,CC(C)(CO[Cu])C(OC(=O)[Au])C(=O)O,3.337587508167981e-05
2032,26576,CC(COC(=O)[Au])O[Cu],6.48348946823512e-05
2149,26577,CCC(CO[Cu])NC(=O)C(C)(C)OC(=O)[Au],5.974773246492061e-05
1733,26578,O=C([Au])OCC(CNC(=O)C(F)(F)F)O[Cu],5.23104083043521e-05
5143,26579,C#CCCCCCCNC(CO[Cu])COC(=O)[Au],4.12598578222715e-05
5456,26580,O=C([Au])NCCCP(=O)(O)CO[Cu],7.78585297296234e-05
4198,26581,CC(CO[Cu])C(C)OC(=O)[Au],4.82709041647152e-05
3993,26582,CC(COC(=O)[Au])COC(=O)C(C)(C)O[Cu],5.73728866103076e-05
3101,26583,C=CCCC(CNCC(CF)O[Cu])OC(=O)[Au],6.937228123802641e-05
560,26584,C=CC(CNC(C)(C)CCO[Cu])OC(=O)[Au],6.56777128585136e-05
1376,26585,CC(C)(C)OC(=O)NCC(COC(=O)[Au])O[Cu],3.637316603715421e-05
4423,26586,CC(CNC(=O)[Au])NC(=O)C(C)(C)N[Cu],5.48336884689814e-05
4461,26587,C=C(C)C(O[Cu])C(OC(=O)[Au])C(=C)C,1.44139306254216e-05
3872,26588,CC(CCN[Cu])CNC(=O)[Au],5.6536158264729896e-05
636,26589,CC(CCCC#N)NC(CO[Cu])COC(=O)[Au],0.0001136766313763
1533,26590,O=C([Au])OCCCO[Cu],0.0001598019317188
4309,26591,CCC(CO[Cu])C(=O)NC(C)COC(=O)[Au],5.93090214544959e-05
4902,26592,CC(NC(=O)[Au])C(C)C(=O)NCCCCO[Cu],3.38850013118823e-05
3738,26593,CC(CO[Cu])N(C)C(=O)CCCCOC(=O)[Au],3.12379163161645e-05
913,26594,CCCCCCCCCC(COC(=O)[Au])O[Cu],1.06297491666792e-05
878,26595,O=C([Au])NCCCC(=O)NCCCCO[Cu],9.08100626676426e-05
985,26596,CC(OC(=O)[Au])C(=O)NCCCCCO[Cu],5.94657376804364e-05
1016,26597,CC(CCOC(=O)[Au])NC(=O)C(C)CN[Cu],4.40498907349347e-05
5508,26598,CCC(OC(=O)[Au])C(=O)OCC(C)O[Cu],6.293505568860289e-05
2691,26599,CC(CO[Cu])OC(C)COC(=O)[Au],0.0001283338721478
434,26600,C=CCOCC(CC)(CO[Cu])COC(=O)[Au],1.63928456160154e-05
3839,26601,CC#CCCNCC(CC(C)(C)O[Cu])OC(=O)[Au],2.72512040943493e-05
4346,26602,CC(=O)SCC(CN[Cu])CNC(=O)[Au],6.16981307134078e-05
3415,26603,O=C([Au])OCC(N[Cu])C(F)(F)F,5.03806128092494e-05
399,26604,CC(C)(CNC(=O)CCN[Cu])NC(=O)[Au],4.11838453545916e-05
3163,26605,C=CC(C)(CNCC(C)(C)CO[Cu])OC(=O)[Au],4.8084341390202e-05
1792,26606,O=C([Au])NC(CCCCCN[Cu])C(=O)O,8.98237090512985e-05
4078,26607,C=CC(C)(CNC(CC)CO[Cu])OC(=O)[Au],4.4137198517858505e-05
2047,26608,C=C(C)CNCC(CC(C)(C)O[Cu])OC(=O)[Au],4.40968140632144e-05
1513,26609,CC(CCN(C)C(=O)CCCNC(=O)[Au])O[Cu],4.56792968316656e-05
3517,26610,CC(C)CS(=O)(=O)CC(COC(=O)[Au])O[Cu],3.86387062480076e-05
944,26611,C=CCCC(CNCCC(C)O[Cu])OC(=O)[Au],6.62235375079626e-05
5705,26612,CN(CCCOC(=O)[Au])C(=O)CCCCO[Cu],0.000118716740928
5709,26613,CC(COC(=O)[Au])CN(C)C(C)CO[Cu],4.97033163027302e-05
2615,26614,CC#CCN(C)CC(CC(C)(C)OC(=O)[Au])O[Cu],2.94334757059082e-05
2034,26615,CCC(CNCCC(COC)O[Cu])OC(=O)[Au],7.393333607345541e-05
4896,26616,O=C([Au])OCCCCO[Cu],0.0001847883413762
4848,26617,O=C([Au])NC(CF)CO[Cu],4.31043054460158e-05
4828,26618,CC(CNCC(OC(=O)[Au])C(C)C)O[Cu],2.61523941656666e-05
1134,26619,C=CCCCCCN(CCN[Cu])CCNC(=O)[Au],0.0002113965376746
5918,26620,C=CC(C)(CNC(C)(C)CCO[Cu])OC(=O)[Au],3.36380661656918e-05
3792,26621,CC(C)(CNC(=O)[Au])C(O[Cu])C(=O)O,4.02176591450997e-05
1543,26622,CC(C)COCCNC(CO[Cu])COC(=O)[Au],5.23700670437188e-05
4624,26623,CC(C)(C)OCCNC(CO[Cu])COC(=O)[Au],4.47401960312524e-05
754,26624,CC(C)(COC(=O)[Au])N[Cu],6.21534835844999e-05
3503,26625,CC(C)CC(=O)NC(CO[Cu])C(C)OC(=O)[Au],6.666606891913211e-05
1121,26626,C=CCN(C)CC(OC(=O)[Au])C(C)(C)O[Cu],3.39391311136896e-05
1788,26627,CC(COCC(C)OC(=O)[Au])O[Cu],9.64712056625283e-05
5726,26628,CC(CCO[Cu])COC(=O)[Au],7.76982803800423e-05
5374,26629,CCCCCCCCC(COC(=O)[Au])N[Cu],2.92925123371536e-05
3220,26630,C=CCCC(CNCCCOC(=O)[Au])O[Cu],0.0001127004027184
4805,26631,CCN(CCO[Cu])C(C)COC(=O)[Au],6.30663952325432e-05
2759,26632,CC(=CCOC(=O)[Au])C(O[Cu])C(C)(C)C,1.92711754994489e-05
2056,26633,CC(OC(=O)[Au])C(=O)N(C)CCCCCO[Cu],3.09369529800003e-05
5786,26634,CC(C)(OC(=O)[Au])C(=O)NCCCO[Cu],6.18415745911031e-05
4747,26635,CC(CCO[Cu])NC(=O)C(C)(C)NC(=O)[Au],5.80892527698254e-05
1482,26636,CC(C)(CO[Cu])NC(=O)CCNC(=O)[Au],4.4420140227123294e-05
1459,26637,CC(F)(CO[Cu])COC(=O)[Au],9.48534044063204e-05
1179,26638,COCC(C)(O[Cu])C(=O)OCCCOC(=O)[Au],5.25298415752934e-05
364,26639,CC(C)(C)OC(=O)NC(CO[Cu])COC(=O)[Au],3.849329634114071e-05
4089,26640,CCCC(OC(=O)[Au])C(C)(C)CO[Cu],7.67235486398774e-06
2378,26641,CC(C)(C)OC(=O)NCC(CNC(=O)[Au])O[Cu],4.75589684732254e-05
5817,26642,CCCC(C)(C#N)NCC(COC(=O)[Au])O[Cu],6.77296287048106e-05
960,26643,CCOC(=O)CC(C)(CN[Cu])OC(=O)[Au],3.8565750665032e-05
5324,26644,COC(=O)N(C)CC(CO[Cu])OC(=O)[Au],4.13971737854606e-05
4204,26645,COCC(C)(O[Cu])C(=O)OCC(C)OC(=O)[Au],4.99515821186441e-05
4562,26646,O=C([Au])NCCC(F)CN[Cu],6.66203184128396e-05
1927,26647,CCC(CNC(=O)C(OC(=O)[Au])C(C)C)O[Cu],5.720908863333941e-05
1392,26648,C=CCCCC(N[Cu])C(=O)NCC(C)NC(=O)[Au],4.77688241636771e-05
5773,26649,CC(CC(C)(C)C(C)(C)N[Cu])OC(=O)[Au],2.19608770979324e-05
2900,26650,CC(NC(=O)[Au])C(=O)NC(C)(C)CN[Cu],4.01596658292361e-05
4876,26651,C=CC(C)(CNC(CO[Cu])C(C)C)OC(=O)[Au],4.71133837543698e-05
3456,26652,C=CCCNCC(CC(C)(C)OC(=O)[Au])O[Cu],2.28230677156065e-05
2415,26653,C=CCNCC(CC(C)(C)OC(=O)[Au])O[Cu],2.385973274917481e-05
5485,26654,CC(CO[Cu])NC(=O)C(C)(C)OC(=O)[Au],4.7209272262292296e-05
1557,26655,CC(CCCNC(=O)C(C)O[Cu])COC(=O)[Au],4.0986739556423605e-05
848,26656,C=CC(CNC(COC(=O)[Au])C(C)(C)C)O[Cu],4.26667644255209e-05
5931,26657,CCC(CO[Cu])(COC(=O)[Au])NC(=O)C(F)F,2.73271965954335e-05
1600,26658,C#CCCCNCC(CC(C)(C)O[Cu])OC(=O)[Au],3.29293930254843e-05
2204,26659,CC(C)N(C)CC(CO[Cu])OC(=O)[Au],8.444878191251659e-05
42,26660,CC(CNC(=O)C(OC(=O)[Au])C(C)C)O[Cu],5.03911715914832e-05
2459,26661,CC(COC(=O)[Au])NC(=O)C(O[Cu])C(C)C,3.03904319193357e-05
431,26662,COC(=O)C(CSCCCOC(=O)[Au])N[Cu],3.66619516652778e-05
4262,26663,CCCCC(N[Cu])C(CCC)CNC(=O)[Au],5.89759668126433e-05
2529,26664,CC(C)CN(CCO[Cu])CCOC(=O)[Au],6.88056999565033e-05
4096,26665,CCC(C)CCC(OC(=O)[Au])C(C)CO[Cu],2.69887459676715e-05
4023,26666,C=CC(C)(CNCCC(C)CO[Cu])OC(=O)[Au],5.953098541279029e-05
509,26667,CC(C)CC(CNC(=O)CCN[Cu])OC(=O)[Au],4.78186438082272e-05
589,26668,O=C([Au])NCCCCO[Cu],7.169182364056329e-05
1561,26669,CCC(CNCC(CN(C)C)O[Cu])OC(=O)[Au],0.0001040104953833
2396,26670,CCC(C)(COC(=O)[Au])NC(=O)C(C)O[Cu],5.6968831515812e-05
1242,26671,O=C([Au])NCCCCN[Cu],6.64622166644034e-05
377,26672,O=C(CCCCCOC(=O)[Au])NCCO[Cu],0.0001679789562455
2203,26673,CC(CNC(=O)C(C)(C)OC(=O)[Au])CO[Cu],8.152903222692059e-05
