,sample_id,mol_smiles,conductivity
4992,14481,CN(CCCN[Cu])CCCOC(=O)[Au],8.57052103823708e-05
1748,14482,CCN(CCN(C)C)CC(CO[Cu])OC(=O)[Au],0.0001070246434198
5235,14483,COCCN(CC(C)OC(=O)[Au])C(C)CO[Cu],8.210318096717371e-05
1375,14484,CCN(CC(C)(C)OC(=O)[Au])C(=O)CO[Cu],2.43757140142403e-05
861,14485,CCCC(C)(CO[Cu])NC(=O)COC(=O)[Au],4.9163653528795e-05
1865,14486,CCN(CCOCCO[Cu])CCOC(=O)[Au],0.0001664188282864
3682,14487,CC(C)C(C)(CNC(=O)[Au])NC(=O)CN[Cu],2.44704922080733e-05
2087,14488,CSCCCNC(CO[Cu])COC(=O)[Au],6.64092701413442e-05
2246,14489,O=C(CC(CN[Cu])OC(=O)[Au])NCCC(F)F,3.75240990373636e-05
3500,14490,CCOCCN(C)CC(CO[Cu])OC(=O)[Au],9.48389820975348e-05
2374,14491,CCC(NC(=O)[Au])C(=O)NOCC(C)N[Cu],6.35679906743708e-05
2455,14492,C#CC(C)N(C)CC(CO[Cu])OC(=O)[Au],3.44722651048324e-05
2526,14493,CC(C)(CONC(=O)C(C)(C)OC(=O)[Au])O[Cu],5.00248909306687e-05
4134,14494,CC(C)N(CCO[Cu])CCOCCOC(=O)[Au],0.000169084905672
2731,14495,CCOCCN(CCCOC(=O)[Au])CCO[Cu],0.0001946323697227
623,14496,CCCCN(C)C(=O)C(COC(=O)[Au])N[Cu],4.00550573819368e-05
4774,14497,CC(CO[Cu])NCC(OC(=O)[Au])C(C)(C)C,3.07888868268662e-05
4364,14498,CCCCC(=O)NC(CO[Cu])COC(=O)[Au],5.762148009617371e-05
4606,14499,CC(=O)C(C)(C)NCC(CO[Cu])OC(=O)[Au],3.3991650648985306e-05
654,14500,COCC(CNCCCCCOC(=O)[Au])O[Cu],0.0001178631289329
1822,14501,CCN(CCCO[Cu])CCOCCNC(=O)[Au],0.0002383786836266
3784,14502,COCCN(CCCCOC(=O)[Au])CCO[Cu],0.0001685814114053
528,14503,C=C(CO[Cu])C(=O)N(C)CC(C)(C)OC(=O)[Au],8.803886529490559e-05
5423,14504,CCN(CCCOC(=O)[Au])CCO[Cu],0.0001143403076346
2692,14505,CN(CCOCCOC(=O)[Au])CC(C)(C)O[Cu],0.0001333477443924
4912,14506,COCCCCN(CCO[Cu])CCOC(=O)[Au],0.0001508079370368
3672,14507,CC(C)C(CNC(=O)CN[Cu])NC(=O)[Au],8.451707283202099e-05
3343,14508,CC(CCN(C)CCOCCN[Cu])OC(=O)[Au],0.0001693967632474
1939,14509,CC(C)(CCC(N[Cu])C(=O)O)NC(=O)[Au],5.82909029800629e-05
3836,14510,CC(CNCCCOCCOC(=O)[Au])O[Cu],0.0002050685129816
1584,14511,C=C(CO[Cu])C(=O)N(C)CCCOC(=O)[Au],8.78223266683391e-05
652,14512,C=CC(C)(O[Cu])C(=O)NCCOC(=O)[Au],0.0001257694568299
5613,14513,CC(C)(C)C(CC(=O)NCCOC(=O)[Au])N[Cu],3.655406931904e-05
2244,14514,CC(CN[Cu])N(C)C(=O)CCNC(=O)[Au],3.73907366904943e-05
4437,14515,C=CC=CCC(=O)N(C)CC(COC(=O)[Au])O[Cu],4.45605283064418e-05
1307,14516,C=CC(CO[Cu])NCC(C)(C)OC(=O)[Au],5.31882417082501e-05
1518,14517,COCCCN(CCCOC(=O)[Au])CCO[Cu],0.0001097641374803
4118,14518,CC(CCCNC(=O)CCOC(=O)[Au])CO[Cu],4.6688622940824e-05
4528,14519,O=C(CCCF)NC(CO[Cu])COC(=O)[Au],7.632319584306741e-05
562,14520,CCC(CNC(=O)CCOC(=O)[Au])O[Cu],8.048802606946659e-05
1435,14521,CC(CCOC(=O)[Au])N(C)C(=O)CO[Cu],4.98231057573529e-05
3810,14522,CN(CC(CNC(=O)[Au])O[Cu])C(=O)C(C)(F)F,3.71943526049613e-05
2481,14523,CC(C)CC(N[Cu])C(=O)NCC(C)NC(=O)[Au],5.4590958423956895e-05
429,14524,C[Si](C)(C)CNC(=O)C(CN[Cu])NC(=O)[Au],5.95257908827286e-05
904,14525,CC(CO[Cu])CN(C)CCOCCOC(=O)[Au],0.0001723561077777
5325,14526,CC(CCN[Cu])NC(=O)C(C)(C)NC(=O)[Au],5.603784695232471e-05
5430,14527,C=CC(CO[Cu])NCCCOC(=O)[Au],0.0001259420422648
3372,14528,CC(CCN(C)C(=O)CN[Cu])OC(=O)[Au],4.94754277338565e-05
3698,14529,COCC(C)NC(CO[Cu])C(C)OC(=O)[Au],2.95174870974386e-05
5555,14530,NC(=O)N(CO[Cu])COC(=O)[Au],7.06279867846057e-05
3431,14531,CC(C)(C)C(OC(=O)[Au])C(=O)NCC#CCO[Cu],5.06348335418282e-05
3211,14532,CCC(CNCCCOCCOC(=O)[Au])O[Cu],0.0001000842978604
1675,14533,CCC(CCNC(=O)CCNC(=O)[Au])O[Cu],8.44442777065146e-05
3206,14534,CCC(COC(=O)[Au])N(C)CCOCCO[Cu],0.0002444014566427
4099,14535,CC(CCOC(=O)[Au])N(C)CCOCCO[Cu],0.0001505228757632
1547,14536,CCNC(=S)NC(COC(=O)[Au])C(C)O[Cu],3.64183964328745e-05
4305,14537,CC(CN(C)CCCNC(=O)[Au])N[Cu],7.38275878896905e-05
4220,14538,COCC(NC(=O)[Au])C(C)(C)O[Cu],3.73368390553993e-05
2503,14539,COCC(CNCCCCO[Cu])OC(=O)[Au],9.83208542645533e-05
1178,14540,CCC=C(F)C(=O)NCC(CNC(=O)[Au])O[Cu],4.56432973056551e-05
4345,14541,CCC(O[Cu])C(C)C(=O)NCCOC(=O)[Au],5.85462552759587e-05
607,14542,CC(C)C(CNCCOCCOC(=O)[Au])O[Cu],0.0001066562223753
414,14543,CC(CN(C)CCOCCN[Cu])OC(=O)[Au],0.0001598778918582
15,14544,CCOC(=O)C(C)(CO[Cu])NC(=O)[Au],6.746143156008729e-05
5854,14545,CC(C)CC(N[Cu])C(=O)NCCNC(=O)[Au],6.07388593772818e-05
4016,14546,CC(C)C(CCO[Cu])NCCOC(=O)[Au],5.2634706303177706e-05
4918,14547,CC(CN[Cu])N(C)CCOCCNC(=O)[Au],0.000161361668168
312,14548,CN(CCOCCOC(=O)[Au])CC(C)(C)N[Cu],0.0001168823509019
2341,14549,COCC(C)(CNC(C)CCO[Cu])OC(=O)[Au],6.64386022755025e-05
2003,14550,CCC(C)C(NC(=O)[Au])C(=O)NCCCO[Cu],2.51257479319536e-05
4611,14551,COCCCN(CCNC(=O)[Au])CCO[Cu],0.0001476668293459
5718,14552,CC(CCCOC(=O)COC(=O)[Au])O[Cu],4.32230432288411e-05
5246,14553,CN(CCOC(=O)[Au])CC(C)(O[Cu])C(F)F,3.64870101905674e-05
4766,14554,C=CCOCCNC(CO[Cu])COC(=O)[Au],9.348886527295552e-05
5239,14555,CCC(CNC(C)CCO[Cu])OC(=O)[Au],8.25994204426962e-05
2421,14556,CCCCC(=O)NCC(CNC(=O)[Au])O[Cu],4.63845539173835e-05
1875,14557,CCC(CO[Cu])C(=O)N(C)CCOC(=O)[Au],3.39403484379234e-05
5727,14558,C=CCCN(CCCOC(=O)[Au])CCO[Cu],8.97275664060788e-05
5282,14559,COC(=O)C(C)(COC(=O)[Au])N[Cu],3.96869700943157e-05
2372,14560,CC(C)(COC(=O)[Au])ONC(=O)C(C)(C)O[Cu],6.119246427396242e-05
479,14561,C=CCN(CCO[Cu])CCOC(=O)[Au],0.0001089773761754
1616,14562,CCC(CNC(=O)CC(C)(C)N[Cu])NC(=O)[Au],4.63017121188836e-05
1004,14563,CC(CSCCO[Cu])(OC(=O)[Au])C(F)F,7.45224018207889e-05
1176,14564,CN(CCO[Cu])CCOC(=O)[Au],0.0001816695729722
204,14565,CNCCCN(CCCO[Cu])CCOC(=O)[Au],0.0001159728284404
3002,14566,CN(CCCO[Cu])C(=O)CC(C)(C)NC(=O)[Au],5.33717223818841e-05
1279,14567,CC(C)(C)N(CO[Cu])COC(=O)[Au],6.01013700172708e-05
487,14568,CCC(C)C(COC(=O)[Au])NCC(C)(C)O[Cu],5.51507895532592e-05
1192,14569,CC(CCONC(=N)CO[Cu])OC(=O)[Au],8.73735044733557e-05
2822,14570,N=CNC(=O)CC(CCCCN[Cu])NC(=O)[Au],5.02115740460061e-05
1332,14571,CC(CN[Cu])N(C)C(=O)CCCNC(=O)[Au],3.7274229126289504e-05
1259,14572,CCCCC(C)NCC(CNC(=O)[Au])O[Cu],5.01836525125606e-05
773,14573,CC(COC(=O)[Au])CN(C)CC(C)O[Cu],5.91063865777813e-05
139,14574,CC(CNC(=O)C(N[Cu])C(C)C)NC(=O)[Au],4.03742045936987e-05
2130,14575,CC(C)(CCCO[Cu])CNC(=O)COC(=O)[Au],5.17982392417531e-05
3563,14576,CCC(F)C(=O)N(CCN[Cu])CCOC(=O)[Au],3.53124328472136e-05
3475,14577,CC(CCOC(=O)[Au])CNC(=O)CO[Cu],4.75573882600558e-05
3311,14578,CCN(OC)C(=O)C(O[Cu])C(C)(C)OC(=O)[Au],5.446382125990271e-05
5759,14579,CC(CC(=O)NC(C)CCN[Cu])NC(=O)[Au],6.317863757205121e-05
2651,14580,CC(CN(C)CCNC(=O)[Au])N[Cu],7.693787567161691e-05
72,14581,CC(CSCCOC(=O)[Au])SCCO[Cu],0.0001697883353101
4473,14582,CC(NC(=O)[Au])C(=O)NC(C(=O)O)C(C)O[Cu],4.16061372180798e-05
5207,14583,CCC(CN(C)CCOCCO[Cu])OC(=O)[Au],0.0001681940986986
3893,14584,CN(CCOC(=O)[Au])CO[Cu],0.0001776337054126
261,14585,CC(CO[Cu])SCC(CC#N)OC(=O)[Au],7.37688063507573e-05
2909,14586,COC(CO[Cu])(COC(=O)[Au])OC,5.57561240722681e-05
5484,14587,CC(CC(C)NC(=O)CCCNC(=O)[Au])N[Cu],4.442791197864929e-05
2641,14588,COCCC(COC(=O)[Au])N[Cu],8.75779080786202e-05
1430,14589,CC(CN(C)CCOCCNC(=O)[Au])N[Cu],0.0001498886955516
2936,14590,CCN(CCO[Cu])C(=O)C(C)NC(=O)[Au],5.177841505205472e-05
4507,14591,CN(CCCO[Cu])CCOCCOC(=O)[Au],0.0002637247142483
4910,14592,CC(=O)N(C)CC(C)(CO[Cu])COC(=O)[Au],3.99506298784411e-05
624,14593,N#CN=C(NCCO[Cu])NCCOC(=O)[Au],2.80764544689778e-05
2289,14594,C=C(Cl)CN(CCCO[Cu])CCOC(=O)[Au],9.84487837596284e-05
2296,14595,CCCC(O[Cu])C(=O)NCC(C)CNC(=O)[Au],4.7339559977118e-05
321,14596,CCCN(CCC)C(=O)C(CO[Cu])NC(=O)[Au],2.12010727015548e-05
4953,14597,O=C(CCCCCOC(=O)[Au])NOCCO[Cu],0.0001234217947219
287,14598,CCN(CCCOC(=O)[Au])C(=O)CO[Cu],5.9609480231013794e-05
1549,14599,C=CC(O[Cu])C(=O)OCCOCCOC(=O)[Au],7.02448801085745e-05
1337,14600,CN(CCNC(=O)[Au])CC(CC(F)F)N[Cu],7.95993506865053e-05
1471,14601,CCCC(CCOC(=O)[Au])CNC(=O)CO[Cu],4.37831065806653e-05
3268,14602,CC=CC(=O)NC(C)(CO[Cu])COC(=O)[Au],4.15928717755139e-05
684,14603,CC(CO[Cu])CSCCCCCOC(=O)[Au],7.06965463183417e-05
2864,14604,CCC(CNC(CO[Cu])COC(=O)[Au])OC,6.832519757671971e-05
4106,14605,COCC(CCOC(=O)[Au])NCC(C)O[Cu],4.88061204116268e-05
169,14606,CCC(N[Cu])C(=O)NC(C)CC(C)NC(=O)[Au],5.7739329439783495e-05
1520,14607,CCC(CN(C)CCOCCN[Cu])OC(=O)[Au],0.0002538243177261
4938,14608,CCN(CCO[Cu])CCOC(=O)[Au],9.1233185963881e-05
2283,14609,CC(CN(N)CC(C)OC(=O)[Au])O[Cu],0.0001027225045544
4152,14610,CN(CCOCCN[Cu])CC(C)(C)NC(=O)[Au],9.14648008493352e-05
2908,14611,CC(CN(C)C(=O)C(C)NC(=O)[Au])N[Cu],4.97433392802592e-05
3134,14612,C=C(C)CNC(=O)C(CCCN[Cu])NC(=O)[Au],5.55154478170686e-05
2161,14613,CC(C)(CNCCCOCCOC(=O)[Au])O[Cu],0.0001078710178826
813,14614,CC(C)C(OC(=O)[Au])C(=O)NCC(CF)O[Cu],3.94651208933859e-05
2780,14615,CC(CN[Cu])C(=O)NCCCCCOC(=O)[Au],6.81337091855041e-05
3841,14616,CC(C)CC(NC(=O)[Au])C(=O)N(C)CCN[Cu],3.827781470798789e-05
1931,14617,CC(CCO[Cu])NC(=O)CCOC(=O)[Au],9.013110865494448e-05
3719,14618,CN(C(=O)C(CCNC(=O)[Au])N[Cu])C(C)(C)C,4.4348470933849e-05
5495,14619,CN(CCCO[Cu])CCCOC(=O)[Au],0.0002073767112363
2053,14620,CC(C)(C)NCC(CNCCOC(=O)[Au])O[Cu],6.347412874141489e-05
3062,14621,CC=C(C)C(=O)NCC(OC(=O)[Au])C(C)O[Cu],3.99963471155744e-05
4425,14622,CC(C)(C)OC(=O)C(CCN[Cu])NC(=O)[Au],7.04473373912524e-05
3529,14623,CN(CCOC(=O)[Au])C(=O)CCN[Cu],5.452954838143161e-05
605,14624,CCOCCN(CCNC(=O)[Au])CCO[Cu],0.0001416418891591
13,14625,CC(N[Cu])C(C)C(=O)NCC=CCOC(=O)[Au],3.16249030507491e-05
127,14626,CC(C)C(CCSCCO[Cu])OC(=O)[Au],5.58846408736679e-05
451,14627,CC(CCCO[Cu])NC(=O)CCOC(=O)[Au],6.79587333898893e-05
3108,14628,N=C(O)C(CO[Cu])NC(=O)[Au],6.46957046533294e-05
302,14629,C=C(Cl)CN(CCO[Cu])CCOC(=O)[Au],0.0001037218578654
4954,14630,C=CC(CO[Cu])NC(C)C(C)OC(=O)[Au],4.55120908657019e-05
1224,14631,CC(O[Cu])C(NC(=O)[Au])C(N)=O,4.15723245999515e-05
909,14632,NC(N)=NN=CC(CO[Cu])OC(=O)[Au],7.729074544561741e-05
1606,14633,CC=CC(=O)NCC(C)(CO[Cu])COC(=O)[Au],4.55662172830613e-05
4252,14634,CCC(CNCCN(C)CCOC(=O)[Au])O[Cu],0.0001218743193239
1128,14635,C=CCOC(=O)C(CCCCNC(=O)[Au])N[Cu],5.90548227888793e-05
1926,14636,CCC(C)(OC(=O)[Au])C(=O)NCC(C)O[Cu],9.66601494040182e-05
5632,14637,CCCOC(=O)NCC(COC(=O)[Au])O[Cu],5.6884905111972e-05
863,14638,CC(CCO[Cu])NCCCOCCOC(=O)[Au],0.0001205284952902
3460,14639,CC(CC(=O)N(C)CC(C)(C)NC(=O)[Au])N[Cu],5.2181964500056e-05
3651,14640,CCN(CCN[Cu])CCOCCNC(=O)[Au],0.0001573825120754
3259,14641,CC(C)(CO[Cu])C(=O)NCC=CCOC(=O)[Au],4.33967436715089e-05
1732,14642,CC(C)N(CCO[Cu])CCOCCNC(=O)[Au],0.0001730291217145
90,14643,CC(C)(CCOC(=O)CO[Cu])OC(=O)[Au],4.12110172604784e-05
5687,14644,CC(C)OC(=O)C(OC(=O)[Au])C(O[Cu])C(=O)O,2.1014716462588106e-05
678,14645,CC(C)(CNC(=O)CCO[Cu])OC(=O)[Au],7.164494194644141e-05
1017,14646,CCOCCN(C)CC(CN[Cu])OC(=O)[Au],0.0001094722133147
1111,14647,CC(CNC(=O)[Au])C(=O)NCCC(C)(C)N[Cu],3.1094872667857e-05
357,14648,CCOCCN(CCO[Cu])CC(C)OC(=O)[Au],0.0001403077492809
3004,14649,CCC(CC)(CNC(=O)CCNC(=O)[Au])N[Cu],5.13072874981661e-05
3971,14650,O=C(CCCCOC(=O)[Au])NOCCO[Cu],0.0001239043742958
4102,14651,CCC(CNC(=O)C(C)(C)CNC(=O)[Au])N[Cu],5.52708088022126e-05
4512,14652,CC(OC(=O)[Au])C(=O)OCC(C)(C)CO[Cu],1.73916200175396e-05
259,14653,CC(COC(=O)[Au])CSC(C)C(C)O[Cu],3.9649308839262e-05
4489,14654,CC(NCCOCCCO[Cu])C(C)OC(=O)[Au],0.0001752228285389
1997,14655,C=C(C)CN(CC)CC(CO[Cu])OC(=O)[Au],6.26816138993943e-05
2902,14656,CC(CONC(=O)CC(C)(C)NC(=O)[Au])N[Cu],2.70536413973076e-05
903,14657,CCOCCCN(CCNC(=O)[Au])CCO[Cu],0.0001556967973703
1591,14658,CC(NC(=O)[Au])C(=O)NC(C)(C)CO[Cu],6.30946628294329e-05
5927,14659,CC(OC(=O)[Au])C(=O)NOC(C)(C)CO[Cu],4.91954208484358e-05
1590,14660,C=C(C)C(COC(=O)[Au])SCC(C)O[Cu],5.25058256478639e-05
2002,14661,CC(OC(=O)[Au])C(=O)OCCOCCO[Cu],9.96943613711509e-05
1347,14662,C=CC(=O)NCC(COC(=O)[Au])O[Cu],8.08678673364684e-05
1339,14663,CCC(CN(C)CCNC(=O)[Au])N[Cu],9.0890464607962e-05
4781,14664,CCC(NC(=O)[Au])C(=O)NC(C)(C)CCN[Cu],3.15622596234986e-05
4344,14665,CC(C)(OCCN[Cu])OCCNC(=O)[Au],7.87243548174935e-05
524,14666,CC(C)(CNCCO[Cu])NC(=O)[Au],5.36636713241298e-05
5940,14667,C=CC(C)(CNCCCCO[Cu])OC(=O)[Au],9.55835642153298e-05
5077,14668,CC(CCNC(=O)C(C)OC(=O)[Au])CCO[Cu],5.7778017345906e-05
0,14669,C=CCCC(COC(=O)[Au])NCC(C)O[Cu],6.19549093409595e-05
4598,14670,COCC(CNCCOC(=O)[Au])O[Cu],0.0001418284649378
4166,14671,CC(CNCCOCCCO[Cu])OC(=O)[Au],0.0002022886173378
1711,14672,CCOCCOCC(CN[Cu])OC(=O)[Au],0.000104730032751
6004,14673,C=CC(C)(CNCC(CC)O[Cu])OC(=O)[Au],9.75048072221516e-05
5864,14674,CN(CCCN[Cu])CCOC(=O)[Au],8.99002779936634e-05
5274,14675,CNCC(CN(C)C(C)C(C)O[Cu])OC(=O)[Au],8.548527234835898e-05
168,14676,CC(C)CC(CNC(=O)CCO[Cu])OC(=O)[Au],5.70309075369979e-05
2850,14677,CC(NC(=O)C(CNC(=O)[Au])O[Cu])C(F)F,4.21882304413126e-05
1441,14678,CC(CN[Cu])OCCOC(=O)[Au],9.34761839779878e-05
317,14679,CCC(O[Cu])C(C)C(CC)OC(=O)[Au],4.31965385661984e-05
5693,14680,CC(C)C(NC(=O)[Au])C(=O)N(C)CCO[Cu],4.77650943102136e-05
2844,14681,CN(CC(F)F)C(=O)CC(CN[Cu])OC(=O)[Au],6.69898722271818e-05
5911,14682,O=C(CCCO[Cu])NCCOC(=O)[Au],9.40093058746352e-05
1238,14683,CCCN(C)C(=O)C(N[Cu])C(C)(C)OC(=O)[Au],3.3818490683128305e-05
1866,14684,CCCC(O[Cu])C(CCC)OC(=O)[Au],2.3466785028754887e-05
1333,14685,CCN(CCNCC(C)OC(=O)[Au])CCO[Cu],0.0001228289995862
1499,14686,CC(CO[Cu])(COC(=O)[Au])CSCCC#N,0.0001003331731309
892,14687,C=CCC(CNCC(C)OC(=O)[Au])CO[Cu],8.911418112628629e-05
2385,14688,C=CC(CNCCC(C)(C)O[Cu])OC(=O)[Au],5.102153173296e-05
491,14689,COC(=O)C(C)(CO[Cu])COC(=O)[Au],4.08824335807728e-05
2447,14690,CC(CSCC(OC(=O)[Au])C(C)C)O[Cu],5.67276600707006e-05
5952,14691,CCC(C)NC(=O)C(CCN[Cu])NC(=O)[Au],3.90354552870932e-05
1202,14692,C=CCCC(CN(CC)CCN[Cu])OC(=O)[Au],8.15352329261417e-05
403,14693,CN(CC=CCl)CC(CN[Cu])OC(=O)[Au],7.718409654153979e-05
5777,14694,CC(CCCO[Cu])COC(=O)[Au],8.950540800900941e-05
698,14695,COCC(C)N(CCNC(=O)[Au])CCO[Cu],0.0001126667354971
5429,14696,CCC(CC)C(COC(=O)[Au])N[Cu],7.93480169115979e-05
1954,14697,COCCCCN(CCNC(=O)[Au])CCO[Cu],0.0001765861171519
4124,14698,CCC(CN(C)CC(COC)OC(=O)[Au])N[Cu],7.26031004028184e-05
1264,14699,CN(CCN[Cu])C(=O)C(CC(F)F)NC(=O)[Au],3.726834559883e-05
5042,14700,CC(COCCOCCOC(=O)[Au])O[Cu],0.0002050937148339
2408,14701,CC(C)N(C)C(=O)C(CCN[Cu])NC(=O)[Au],2.24944873586267e-05
1446,14702,CCC(CNCCOCCCO[Cu])OC(=O)[Au],0.0001534343262623
3904,14703,CCC(COC(=O)[Au])SCC(C)CO[Cu],6.732889977654761e-05
462,14704,CN(CCNC(=O)[Au])CCO[Cu],6.94545086511058e-05
5578,14705,CCOC(OCC)C(CO[Cu])COC(=O)[Au],3.13772493622043e-05
1088,14706,CC(COCCOC(=O)[Au])OCCO[Cu],0.0001912717242243
5391,14707,CC(CO[Cu])NC(=O)[Au],3.4144077109550296e-05
5225,14708,CSCC(CN(C)CCCN[Cu])OC(=O)[Au],7.31727275450502e-05
1322,14709,CCN(CCNC(=O)[Au])CC(CSC)O[Cu],7.24109748303524e-05
4739,14710,CCC(COC(=O)[Au])(N[Cu])NC(C)COC,4.77354655068074e-05
1767,14711,CCCCOCCOCC(COC(=O)[Au])O[Cu],8.278427075275591e-05
5322,14712,CC(N[Cu])C(C)C(=O)N(C)CCCNC(=O)[Au],6.364057931788779e-05
3421,14713,C=CC(CNC(CCOC(=O)[Au])C(C)C)O[Cu],5.64355096467825e-05
798,14714,COCCC(CN(C)CCCOC(=O)[Au])N[Cu],0.0001296818113724
3553,14715,CC(C)(CC(=O)NCC=CCO[Cu])NC(=O)[Au],3.28810058182031e-05
2517,14716,C=CC(OC(=O)[Au])C(=O)OCC(O[Cu])C(C)C,1.83273656646914e-05
710,14717,N#CCC(CSCCCO[Cu])OC(=O)[Au],6.31694894474926e-05
133,14718,CC(CCCN[Cu])NC(=O)C(C)NC(=O)[Au],7.98693719164193e-05
2220,14719,CCC(C)(OC(=O)[Au])C(O[Cu])C(=O)O,2.1193681747731305e-05
4007,14720,CCCCCC(CC(CCC)O[Cu])OC(=O)[Au],3.92264576831404e-05
5741,14721,C=CC(CNC(C)C(C)(C)O[Cu])OC(=O)[Au],4.6253477840873714e-05
1786,14722,C=CC(C)(CNCC(C)CO[Cu])OC(=O)[Au],4.67827834285315e-05
4744,14723,CC(NC(=O)[Au])C(=O)N(C)CC(C)(C)CO[Cu],4.26640258180021e-05
3489,14724,COC(=O)C(CCN[Cu])CCNC(=O)[Au],8.22655672625165e-05
971,14725,C=CC(CO[Cu])NCC(OC(=O)[Au])C(C)(C)C,4.25592768600972e-05
5099,14726,CC(C)(CNCCOCCCNC(=O)[Au])N[Cu],8.580950324506859e-05
5692,14727,CC(C)(C)C(OC(=O)[Au])C(C)(C)O[Cu],2.1118609005891896e-05
1151,14728,CC(N[Cu])C(OC(=O)[Au])C(=O)OC(C)(C)C,4.42930836810661e-05
4495,14729,CN(C)N(CCO[Cu])CCOC(=O)[Au],0.0001002134323483
5344,14730,CC(CO[Cu])NCCOC(=O)[Au],0.0001321687502778
3003,14731,CC(C)CC(NC(=O)[Au])C(=O)NCCCO[Cu],4.006065659806271e-05
4636,14732,CC(CCNCCNC(=O)[Au])NCCN[Cu],0.0001062064623453
3340,14733,CN(CCCN[Cu])CCCNC(=O)[Au],9.00630993214058e-05
1451,14734,C=CCCN(CC(C)O[Cu])C(C)COC(=O)[Au],2.9074171161855e-05
6009,14735,CC(CNCC(C)NC(=O)[Au])N[Cu],3.09328409504507e-05
5629,14949,CCCCCCC(CCOC(=O)[Au])O[Cu],5.9510828467431496e-05
2191,14950,CC(O[Cu])C(C)(NC(=O)[Au])C(=O)O,3.1042947189737605e-05
3380,14951,CC(CNC(=O)CCN[Cu])CC(C)OC(=O)[Au],3.95542181173825e-05
3530,14952,CC(C)CC(C)NC(=O)C(CO[Cu])NC(=O)[Au],2.61860824436495e-05
4672,14953,CC(C)C(CCOC(=O)[Au])NC(=O)CO[Cu],7.137279704946708e-05
3324,14954,CC(C)COCC(CNC(=O)[Au])O[Cu],4.23235644761545e-05
3398,14955,CCNC(=O)C(O[Cu])C(C)(C)OC(=O)[Au],3.53251027045889e-05
4480,14956,CCCCC(C)NC(CC)(CO[Cu])NC(=O)[Au],3.10376349888294e-05
2293,14957,CCOCCCNC(CN[Cu])CNC(=O)[Au],8.898957285029019e-05
4319,14958,CC(CC(C)NC(=O)CN[Cu])NC(=O)[Au],3.81444059472865e-05
2264,24005,O=C([Au])NCC(=O)NC(CCN[Cu])C(F)F,5.69561795022594e-05
1308,24006,O=C([Au])OC(CN[Cu])CC(F)(F)F,5.07027076253139e-05
1770,24007,O=C([Au])NCCC(=O)NCC(F)(F)CN[Cu],0.00010950012173
2935,24008,O=C([Au])OCCCCCS(=O)(=O)CCO[Cu],6.498905630994561e-05
4432,24009,O=C([Au])NC(CC(F)F)C(=O)NCCCO[Cu],4.4649589909383e-05
4592,24010,O=C([Au])OCC(CO[Cu])(C(=O)O)C(=O)O,1.46033141920049e-05
4600,24011,O=C([Au])NCCCCNCCCCN[Cu],0.0001252185929716
3528,24012,O=C([Au])NCCCCNCCN[Cu],6.680730996197789e-05
3479,24013,O=C([Au])OC(C(=O)O)C(O[Cu])C(=O)O,2.35982712754367e-05
5114,24014,O=C([Au])NC(CCCN[Cu])C(=O)O,3.74241292427661e-05
5607,24015,O=C([Au])NC(CCCO[Cu])C(=O)O,2.93882221857062e-05
2728,24016,O=C([Au])NCCOCC(=O)NCCCO[Cu],0.0001120361461897
4080,24017,O=C([Au])OCC(CNCCF)O[Cu],7.393455089851191e-05
1837,24018,O=C([Au])NCCOCC(=O)NCCN[Cu],0.0001703723113674
2052,24019,O=C([Au])NCCSCCSCCN[Cu],0.000163573198902
2575,24020,O=C([Au])NCCCCNC(=O)COCCO[Cu],0.0001724016773349
3572,24021,O=C([Au])NCCCCNC(=O)COCCN[Cu],0.0001021342988029
501,24022,O=C([Au])OCCOCCOC(=O)CO[Cu],0.0002032344579462
664,24023,O=C([Au])OCCCCNCCCCO[Cu],0.0002044117465002
3891,24024,O=C([Au])OCC(CNC(=O)C(F)F)O[Cu],0.0001159691699334
2816,24025,O=C([Au])OCCCCCCN[Cu],9.4636687241143e-05
1210,24026,O=C([Au])OCCN(CC=CCl)CCO[Cu],9.28047752963729e-05
235,24027,O=C([Au])NCC(=O)NCCOCCCN[Cu],0.0001429606333826
3510,24028,O=C([Au])OCCSCCSCCO[Cu],0.0001836513698618
2542,24029,O=C([Au])OCCSCCCSCCO[Cu],0.0001094381381927
4736,24030,O=C([Au])OCCCCCCCCCCCO[Cu],6.67293083194918e-05
4745,24031,O=C([Au])OCCCCCCO[Cu],0.0001302078592826
4749,24032,O=C([Au])OC(CNCCS)CO[Cu],7.219399065250509e-05
1727,24033,O=C([Au])OCCCSCCO[Cu],0.000129669509578
4844,24034,O=C([Au])NCCCOCCNC(=O)CCN[Cu],8.49367394256587e-05
764,24035,O=C([Au])NCCSCCCO[Cu],0.000106659673711
3081,24036,O=C([Au])OCCCSCCOCCO[Cu],0.0002558813647512
5128,24037,O=C([Au])OCCCN(CCCF)CCO[Cu],0.0001413798228129
3254,24038,O=C([Au])OCCCCOCCCCO[Cu],0.0002250988792693
735,24039,O=C([Au])OCCCCCCCCCCO[Cu],9.7077430870906e-05
3300,24040,O=C([Au])OCCCCN(CCO[Cu])CC(F)F,0.0001021101789381
642,24041,O=C([Au])NC(CCN[Cu])C(=O)NCCCS,3.91490530066932e-05
26,24042,O=C([Au])OCCCCCCCO[Cu],0.0002243875153144
2469,24043,O=C([Au])OCCN(CCCCF)CCCO[Cu],7.35638363810775e-05
